layer,beta,experiment,success_count,total_prompts,final_accuracy
2,3.0,2,0.0,1000.0,0.0
2,3.0,3,0.0,1000.0,0.0
2,3.0,4,0.0,1000.0,0.0
2,3.0,5,0.0,1000.0,0.0
2,3.0,Average,,,0.0
2,4.0,1,0.0,1000.0,0.0
2,4.0,2,0.0,1000.0,0.0
2,4.0,3,0.0,1000.0,0.0
2,4.0,4,0.0,1000.0,0.0
2,4.0,5,0.0,1000.0,0.0
2,4.0,Average,,,0.0
2,5.0,1,0.0,1000.0,0.0
2,5.0,2,0.0,1000.0,0.0
2,5.0,3,0.0,1000.0,0.0
2,5.0,4,0.0,1000.0,0.0
2,5.0,5,0.0,1000.0,0.0
2,5.0,Average,,,0.0
3,0.5,1,0.0,1000.0,0.0
3,0.5,2,0.0,1000.0,0.0
3,0.5,3,0.0,1000.0,0.0
3,0.5,4,0.0,1000.0,0.0
3,0.5,5,0.0,1000.0,0.0
3,0.5,Average,,,0.0
3,1.0,1,0.0,1000.0,0.0
3,1.0,2,0.0,1000.0,0.0
3,1.0,3,0.0,1000.0,0.0
3,1.0,4,0.0,1000.0,0.0
3,1.0,5,0.0,1000.0,0.0
3,1.0,Average,,,0.0
3,2.0,1,0.0,1000.0,0.0
3,2.0,2,0.0,1000.0,0.0
3,2.0,3,0.0,1000.0,0.0
3,2.0,4,0.0,1000.0,0.0
3,2.0,5,0.0,1000.0,0.0
3,2.0,Average,,,0.0
3,3.0,1,0.0,1000.0,0.0
3,3.0,2,0.0,1000.0,0.0
3,3.0,3,0.0,1000.0,0.0
3,3.0,4,0.0,1000.0,0.0
3,3.0,5,0.0,1000.0,0.0
3,3.0,Average,,,0.0
3,4.0,1,0.0,1000.0,0.0
3,4.0,2,0.0,1000.0,0.0
3,4.0,3,0.0,1000.0,0.0
3,4.0,4,0.0,1000.0,0.0
3,4.0,5,0.0,1000.0,0.0
3,4.0,Average,,,0.0
3,5.0,1,0.0,1000.0,0.0
3,5.0,2,0.0,1000.0,0.0
3,5.0,3,0.0,1000.0,0.0
3,5.0,4,0.0,1000.0,0.0
3,5.0,5,0.0,1000.0,0.0
3,5.0,Average,,,0.0
4,0.5,1,0.0,1000.0,0.0
4,0.5,2,0.0,1000.0,0.0
4,0.5,3,0.0,1000.0,0.0
4,0.5,4,0.0,1000.0,0.0
4,0.5,5,0.0,1000.0,0.0
4,0.5,Average,,,0.0
4,1.0,1,0.0,1000.0,0.0
4,1.0,2,0.0,1000.0,0.0
4,1.0,3,0.0,1000.0,0.0
4,1.0,4,0.0,1000.0,0.0
4,1.0,5,0.0,1000.0,0.0
4,1.0,Average,,,0.0
4,2.0,1,0.0,1000.0,0.0
4,2.0,2,0.0,1000.0,0.0
4,2.0,3,0.0,1000.0,0.0
4,2.0,4,0.0,1000.0,0.0
4,2.0,5,0.0,1000.0,0.0
4,2.0,Average,,,0.0
4,3.0,1,0.0,1000.0,0.0
4,3.0,2,0.0,1000.0,0.0
4,3.0,3,0.0,1000.0,0.0
4,3.0,4,0.0,1000.0,0.0
4,3.0,5,0.0,1000.0,0.0
4,3.0,Average,,,0.0
4,4.0,1,0.0,1000.0,0.0
4,4.0,2,0.0,1000.0,0.0
4,4.0,3,0.0,1000.0,0.0
4,4.0,4,0.0,1000.0,0.0
4,4.0,5,0.0,1000.0,0.0
4,4.0,Average,,,0.0
4,5.0,1,0.0,1000.0,0.0
4,5.0,2,0.0,1000.0,0.0
4,5.0,3,0.0,1000.0,0.0
4,5.0,4,0.0,1000.0,0.0
4,5.0,5,0.0,1000.0,0.0
4,5.0,Average,,,0.0
5,0.5,1,0.0,1000.0,0.0
5,0.5,2,0.0,1000.0,0.0
5,0.5,3,0.0,1000.0,0.0
5,0.5,4,0.0,1000.0,0.0
5,0.5,5,0.0,1000.0,0.0
5,0.5,Average,,,0.0
5,1.0,1,0.0,1000.0,0.0
5,1.0,2,0.0,1000.0,0.0
5,1.0,3,0.0,1000.0,0.0
5,1.0,4,0.0,1000.0,0.0
5,1.0,5,0.0,1000.0,0.0
5,1.0,Average,,,0.0
5,2.0,1,0.0,1000.0,0.0
5,2.0,2,0.0,1000.0,0.0
5,2.0,3,0.0,1000.0,0.0
5,2.0,4,0.0,1000.0,0.0
5,2.0,5,0.0,1000.0,0.0
5,2.0,Average,,,0.0
5,3.0,1,14.0,1000.0,0.014
5,3.0,2,16.0,1000.0,0.016
5,3.0,3,18.0,1000.0,0.018
5,3.0,4,14.0,1000.0,0.014
5,3.0,5,11.0,1000.0,0.011
5,3.0,Average,,,0.014599999999999998
5,4.0,1,50.0,1000.0,0.05
5,4.0,2,49.0,1000.0,0.049
5,4.0,3,68.0,1000.0,0.068
5,4.0,4,42.0,1000.0,0.042
5,4.0,5,60.0,1000.0,0.06
5,4.0,Average,,,0.0538
5,5.0,1,120.0,1000.0,0.12
5,5.0,2,101.0,1000.0,0.101
5,5.0,3,146.0,1000.0,0.146
5,5.0,4,128.0,1000.0,0.128
5,5.0,5,130.0,1000.0,0.13
5,5.0,Average,,,0.125
6,0.5,1,0.0,1000.0,0.0
6,0.5,2,0.0,1000.0,0.0
6,0.5,3,0.0,1000.0,0.0
6,0.5,4,0.0,1000.0,0.0
6,0.5,5,0.0,1000.0,0.0
6,0.5,Average,,,0.0
6,1.0,1,0.0,1000.0,0.0
6,1.0,2,0.0,1000.0,0.0
6,1.0,3,0.0,1000.0,0.0
6,1.0,4,0.0,1000.0,0.0
6,1.0,5,0.0,1000.0,0.0
6,1.0,Average,,,0.0
6,2.0,1,35.0,1000.0,0.035
6,2.0,2,37.0,1000.0,0.037
6,2.0,3,41.0,1000.0,0.041
6,2.0,4,19.0,1000.0,0.019
6,2.0,5,32.0,1000.0,0.032
6,2.0,Average,,,0.0328
6,3.0,1,138.0,1000.0,0.138
6,3.0,2,134.0,1000.0,0.134
6,3.0,3,161.0,1000.0,0.161
6,3.0,4,147.0,1000.0,0.147
6,3.0,5,150.0,1000.0,0.15
6,3.0,Average,,,0.14600000000000002
6,4.0,1,276.0,1000.0,0.276
6,4.0,2,271.0,1000.0,0.271
6,4.0,3,277.0,1000.0,0.277
6,4.0,4,278.0,1000.0,0.278
6,4.0,5,280.0,1000.0,0.28
6,4.0,Average,,,0.27640000000000003
6,5.0,1,371.0,1000.0,0.371
6,5.0,2,357.0,1000.0,0.357
6,5.0,3,365.0,1000.0,0.365
6,5.0,4,358.0,1000.0,0.358
6,5.0,5,378.0,1000.0,0.378
6,5.0,Average,,,0.3658
7,0.5,1,0.0,1000.0,0.0
7,0.5,2,0.0,1000.0,0.0
7,0.5,3,0.0,1000.0,0.0
7,0.5,4,0.0,1000.0,0.0
7,0.5,5,0.0,1000.0,0.0
7,0.5,Average,,,0.0
7,1.0,1,1.0,1000.0,0.001
7,1.0,2,4.0,1000.0,0.004
7,1.0,3,3.0,1000.0,0.003
7,1.0,4,0.0,1000.0,0.0
7,1.0,5,6.0,1000.0,0.006
7,1.0,Average,,,0.0028
7,2.0,1,23.0,1000.0,0.023
7,2.0,2,25.0,1000.0,0.025
7,2.0,3,26.0,1000.0,0.026
7,2.0,4,26.0,1000.0,0.026
7,2.0,5,28.0,1000.0,0.028
7,2.0,Average,,,0.0256
7,3.0,1,232.0,1000.0,0.232
7,3.0,2,252.0,1000.0,0.252
7,3.0,3,240.0,1000.0,0.24
7,3.0,4,247.0,1000.0,0.247
7,3.0,5,232.0,1000.0,0.232
7,3.0,Average,,,0.2406
7,4.0,1,386.0,1000.0,0.386
7,4.0,2,373.0,1000.0,0.373
7,4.0,3,397.0,1000.0,0.397
7,4.0,4,389.0,1000.0,0.389
7,4.0,5,424.0,1000.0,0.424
7,4.0,Average,,,0.39380000000000004
7,5.0,1,435.0,1000.0,0.435
7,5.0,2,424.0,1000.0,0.424
7,5.0,3,448.0,1000.0,0.448
7,5.0,4,440.0,1000.0,0.44
7,5.0,5,437.0,1000.0,0.437
7,5.0,Average,,,0.43679999999999997
8,0.5,1,0.0,1000.0,0.0
8,0.5,2,0.0,1000.0,0.0
8,0.5,3,0.0,1000.0,0.0
8,0.5,4,0.0,1000.0,0.0
8,0.5,5,0.0,1000.0,0.0
8,0.5,Average,,,0.0
8,1.0,1,5.0,1000.0,0.005
8,1.0,2,4.0,1000.0,0.004
8,1.0,3,2.0,1000.0,0.002
8,1.0,4,5.0,1000.0,0.005
8,1.0,5,2.0,1000.0,0.002
8,1.0,Average,,,0.0036000000000000003
8,2.0,1,109.0,1000.0,0.109
8,2.0,2,95.0,1000.0,0.095
8,2.0,3,104.0,1000.0,0.104
8,2.0,4,120.0,1000.0,0.12
8,2.0,5,120.0,1000.0,0.12
8,2.0,Average,,,0.1096
8,3.0,1,338.0,1000.0,0.338
8,3.0,2,332.0,1000.0,0.332
8,3.0,3,319.0,1000.0,0.319
8,3.0,4,349.0,1000.0,0.349
8,3.0,5,355.0,1000.0,0.355
8,3.0,Average,,,0.3386
8,4.0,1,416.0,1000.0,0.416
8,4.0,2,412.0,1000.0,0.412
8,4.0,3,430.0,1000.0,0.43
8,4.0,4,411.0,1000.0,0.411
8,4.0,5,437.0,1000.0,0.437
8,4.0,Average,,,0.42119999999999996
8,5.0,1,436.0,1000.0,0.436
8,5.0,2,430.0,1000.0,0.43
8,5.0,3,444.0,1000.0,0.444
8,5.0,4,431.0,1000.0,0.431
8,5.0,5,438.0,1000.0,0.438
8,5.0,Average,,,0.4358000000000001
9,0.5,1,11.0,1000.0,0.011
9,0.5,2,5.0,1000.0,0.005
9,0.5,3,2.0,1000.0,0.002
9,0.5,4,8.0,1000.0,0.008
9,0.5,5,5.0,1000.0,0.005
9,0.5,Average,,,0.006200000000000001
9,1.0,1,69.0,1000.0,0.069
9,1.0,2,65.0,1000.0,0.065
9,1.0,3,48.0,1000.0,0.048
9,1.0,4,57.0,1000.0,0.057
9,1.0,5,74.0,1000.0,0.074
9,1.0,Average,,,0.0626
9,2.0,1,399.0,1000.0,0.399
9,2.0,2,394.0,1000.0,0.394
9,2.0,3,398.0,1000.0,0.398
9,2.0,4,404.0,1000.0,0.404
9,2.0,5,410.0,1000.0,0.41
9,2.0,Average,,,0.4010000000000001
9,3.0,1,450.0,1000.0,0.45
9,3.0,2,443.0,1000.0,0.443
9,3.0,3,462.0,1000.0,0.462
9,3.0,4,450.0,1000.0,0.45
9,3.0,5,457.0,1000.0,0.457
9,3.0,Average,,,0.4524
9,4.0,1,463.0,1000.0,0.463
9,4.0,2,457.0,1000.0,0.457
9,4.0,3,474.0,1000.0,0.474
9,4.0,4,452.0,1000.0,0.452
9,4.0,5,468.0,1000.0,0.468
9,4.0,Average,,,0.4628
9,5.0,1,470.0,1000.0,0.47
9,5.0,2,457.0,1000.0,0.457
9,5.0,3,476.0,1000.0,0.476
9,5.0,4,460.0,1000.0,0.46
9,5.0,5,468.0,1000.0,0.468
9,5.0,Average,,,0.4662
10,0.5,1,11.0,1000.0,0.011
10,0.5,2,5.0,1000.0,0.005
10,0.5,3,2.0,1000.0,0.002
10,0.5,4,8.0,1000.0,0.008
10,0.5,5,5.0,1000.0,0.005
10,0.5,Average,,,0.006200000000000001
10,1.0,1,121.0,1000.0,0.121
10,1.0,2,105.0,1000.0,0.105
10,1.0,3,85.0,1000.0,0.085
10,1.0,4,97.0,1000.0,0.097
10,1.0,5,106.0,1000.0,0.106
10,1.0,Average,,,0.1028
10,2.0,1,436.0,1000.0,0.436
10,2.0,2,431.0,1000.0,0.431
10,2.0,3,439.0,1000.0,0.439
10,2.0,4,441.0,1000.0,0.441
10,2.0,5,444.0,1000.0,0.444
10,2.0,Average,,,0.43820000000000003
10,3.0,1,468.0,1000.0,0.468
10,3.0,2,458.0,1000.0,0.458
10,3.0,3,469.0,1000.0,0.469
10,3.0,4,454.0,1000.0,0.454
10,3.0,5,468.0,1000.0,0.468
10,3.0,Average,,,0.46340000000000003
10,4.0,1,476.0,1000.0,0.476
10,4.0,2,462.0,1000.0,0.462
10,4.0,3,474.0,1000.0,0.474
10,4.0,4,462.0,1000.0,0.462
10,4.0,5,476.0,1000.0,0.476
10,4.0,Average,,,0.4699999999999999
10,5.0,1,487.0,1000.0,0.487
10,5.0,2,483.0,1000.0,0.483
10,5.0,3,483.0,1000.0,0.483
10,5.0,4,482.0,1000.0,0.482
10,5.0,5,501.0,1000.0,0.501
10,5.0,Average,,,0.48719999999999997
11,0.5,1,11.0,1000.0,0.011
11,0.5,2,5.0,1000.0,0.005
11,0.5,3,2.0,1000.0,0.002
11,0.5,4,8.0,1000.0,0.008
11,0.5,5,5.0,1000.0,0.005
11,0.5,Average,,,0.006200000000000001
11,1.0,1,83.0,1000.0,0.083
11,1.0,2,77.0,1000.0,0.077
11,1.0,3,72.0,1000.0,0.072
11,1.0,4,79.0,1000.0,0.079
11,1.0,5,76.0,1000.0,0.076
11,1.0,Average,,,0.0774
11,2.0,1,421.0,1000.0,0.421
11,2.0,2,412.0,1000.0,0.412
11,2.0,3,422.0,1000.0,0.422
11,2.0,4,424.0,1000.0,0.424
11,2.0,5,430.0,1000.0,0.43
11,2.0,Average,,,0.4218
11,3.0,1,464.0,1000.0,0.464
11,3.0,2,452.0,1000.0,0.452
11,3.0,3,466.0,1000.0,0.466
11,3.0,4,458.0,1000.0,0.458
11,3.0,5,471.0,1000.0,0.471
11,3.0,Average,,,0.4622
11,4.0,1,474.0,1000.0,0.474
11,4.0,2,481.0,1000.0,0.481
11,4.0,3,490.0,1000.0,0.49
11,4.0,4,463.0,1000.0,0.463
11,4.0,5,486.0,1000.0,0.486
11,4.0,Average,,,0.4788
11,5.0,1,471.0,1000.0,0.471
11,5.0,2,474.0,1000.0,0.474
11,5.0,3,484.0,1000.0,0.484
11,5.0,4,455.0,1000.0,0.455
11,5.0,5,476.0,1000.0,0.476
11,5.0,Average,,,0.472
12,0.5,1,6.0,1000.0,0.006
12,0.5,2,1.0,1000.0,0.001
12,0.5,3,0.0,1000.0,0.0
12,0.5,4,3.0,1000.0,0.003
12,0.5,5,3.0,1000.0,0.003
12,0.5,Average,,,0.0026000000000000003
12,1.0,1,116.0,1000.0,0.116
12,1.0,2,120.0,1000.0,0.12
12,1.0,3,116.0,1000.0,0.116
12,1.0,4,109.0,1000.0,0.109
12,1.0,5,112.0,1000.0,0.112
12,1.0,Average,,,0.1146
12,2.0,1,423.0,1000.0,0.423
12,2.0,2,425.0,1000.0,0.425
12,2.0,3,435.0,1000.0,0.435
12,2.0,4,424.0,1000.0,0.424
12,2.0,5,458.0,1000.0,0.458
12,2.0,Average,,,0.433
12,3.0,1,491.0,1000.0,0.491
12,3.0,2,475.0,1000.0,0.475
12,3.0,3,488.0,1000.0,0.488
12,3.0,4,469.0,1000.0,0.469
12,3.0,5,484.0,1000.0,0.484
12,3.0,Average,,,0.4814
12,4.0,1,497.0,1000.0,0.497
12,4.0,2,487.0,1000.0,0.487
12,4.0,3,507.0,1000.0,0.507
12,4.0,4,477.0,1000.0,0.477
12,4.0,5,500.0,1000.0,0.5
12,4.0,Average,,,0.4936
12,5.0,1,502.0,1000.0,0.502
12,5.0,2,488.0,1000.0,0.488
12,5.0,3,513.0,1000.0,0.513
12,5.0,4,482.0,1000.0,0.482
12,5.0,5,505.0,1000.0,0.505
12,5.0,Average,,,0.49800000000000005
13,0.5,1,30.0,1000.0,0.03
13,0.5,2,29.0,1000.0,0.029
13,0.5,3,23.0,1000.0,0.023
13,0.5,4,35.0,1000.0,0.035
13,0.5,5,29.0,1000.0,0.029
13,0.5,Average,,,0.029199999999999997
13,1.0,1,382.0,1000.0,0.382
13,1.0,2,378.0,1000.0,0.378
13,1.0,3,375.0,1000.0,0.375
13,1.0,4,371.0,1000.0,0.371
13,1.0,5,375.0,1000.0,0.375
13,1.0,Average,,,0.3762
13,2.0,1,495.0,1000.0,0.495
13,2.0,2,495.0,1000.0,0.495
13,2.0,3,509.0,1000.0,0.509
13,2.0,4,485.0,1000.0,0.485
13,2.0,5,506.0,1000.0,0.506
13,2.0,Average,,,0.49800000000000005
13,3.0,1,539.0,1000.0,0.539
13,3.0,2,537.0,1000.0,0.537
13,3.0,3,549.0,1000.0,0.549
13,3.0,4,506.0,1000.0,0.506
13,3.0,5,548.0,1000.0,0.548
13,3.0,Average,,,0.5358
13,4.0,1,601.0,1000.0,0.601
13,4.0,2,612.0,1000.0,0.612
13,4.0,3,580.0,1000.0,0.58
13,4.0,4,572.0,1000.0,0.572
13,4.0,5,579.0,1000.0,0.579
13,4.0,Average,,,0.5888
13,5.0,1,619.0,1000.0,0.619
13,5.0,2,620.0,1000.0,0.62
13,5.0,3,605.0,1000.0,0.605
13,5.0,4,589.0,1000.0,0.589
13,5.0,5,616.0,1000.0,0.616
13,5.0,Average,,,0.6098
14,0.5,1,40.0,1000.0,0.04
14,0.5,2,38.0,1000.0,0.038
14,0.5,3,27.0,1000.0,0.027
14,0.5,4,38.0,1000.0,0.038
14,0.5,5,32.0,1000.0,0.032
14,0.5,Average,,,0.034999999999999996
14,1.0,1,503.0,1000.0,0.503
14,1.0,2,505.0,1000.0,0.505
14,1.0,3,510.0,1000.0,0.51
14,1.0,4,497.0,1000.0,0.497
14,1.0,5,507.0,1000.0,0.507
14,1.0,Average,,,0.5044000000000001
14,2.0,1,815.0,1000.0,0.815
14,2.0,2,808.0,1000.0,0.808
14,2.0,3,808.0,1000.0,0.808
14,2.0,4,816.0,1000.0,0.816
14,2.0,5,819.0,1000.0,0.819
14,2.0,Average,,,0.8131999999999999
14,3.0,1,819.0,1000.0,0.819
14,3.0,2,816.0,1000.0,0.816
14,3.0,3,833.0,1000.0,0.833
14,3.0,4,833.0,1000.0,0.833
14,3.0,5,822.0,1000.0,0.822
14,3.0,Average,,,0.8246
14,4.0,1,812.0,1000.0,0.812
14,4.0,2,808.0,1000.0,0.808
14,4.0,3,827.0,1000.0,0.827
14,4.0,4,810.0,1000.0,0.81
14,4.0,5,816.0,1000.0,0.816
14,4.0,Average,,,0.8146000000000001
14,5.0,1,768.0,1000.0,0.768
14,5.0,2,737.0,1000.0,0.737
14,5.0,3,790.0,1000.0,0.79
14,5.0,4,744.0,1000.0,0.744
14,5.0,5,749.0,1000.0,0.749
14,5.0,Average,,,0.7575999999999999
15,0.5,1,35.0,1000.0,0.035
15,0.5,2,32.0,1000.0,0.032
15,0.5,3,26.0,1000.0,0.026
15,0.5,4,35.0,1000.0,0.035
15,0.5,5,31.0,1000.0,0.031
15,0.5,Average,,,0.0318
15,1.0,1,401.0,1000.0,0.401
15,1.0,2,402.0,1000.0,0.402
15,1.0,3,405.0,1000.0,0.405
15,1.0,4,387.0,1000.0,0.387
15,1.0,5,399.0,1000.0,0.399
15,1.0,Average,,,0.39880000000000004
15,2.0,1,756.0,1000.0,0.756
15,2.0,2,739.0,1000.0,0.739
15,2.0,3,779.0,1000.0,0.779
15,2.0,4,745.0,1000.0,0.745
15,2.0,5,776.0,1000.0,0.776
15,2.0,Average,,,0.759
15,3.0,1,757.0,1000.0,0.757
15,3.0,2,742.0,1000.0,0.742
15,3.0,3,773.0,1000.0,0.773
15,3.0,4,736.0,1000.0,0.736
15,3.0,5,753.0,1000.0,0.753
15,3.0,Average,,,0.7522
15,4.0,1,742.0,1000.0,0.742
15,4.0,2,706.0,1000.0,0.706
15,4.0,3,774.0,1000.0,0.774
15,4.0,4,714.0,1000.0,0.714
15,4.0,5,730.0,1000.0,0.73
15,4.0,Average,,,0.7332
15,5.0,1,655.0,1000.0,0.655
15,5.0,2,657.0,1000.0,0.657
15,5.0,3,671.0,1000.0,0.671
15,5.0,4,591.0,1000.0,0.591
15,5.0,5,642.0,1000.0,0.642
15,5.0,Average,,,0.6432
16,0.5,1,45.0,1000.0,0.045
16,0.5,2,40.0,1000.0,0.04
16,0.5,3,32.0,1000.0,0.032
16,0.5,4,54.0,1000.0,0.054
16,0.5,5,57.0,1000.0,0.057
16,0.5,Average,,,0.045599999999999995
16,1.0,1,550.0,1000.0,0.55
16,1.0,2,574.0,1000.0,0.574
16,1.0,3,549.0,1000.0,0.549
16,1.0,4,531.0,1000.0,0.531
16,1.0,5,561.0,1000.0,0.561
16,1.0,Average,,,0.553
16,2.0,1,837.0,1000.0,0.837
16,2.0,2,826.0,1000.0,0.826
16,2.0,3,832.0,1000.0,0.832
16,2.0,4,814.0,1000.0,0.814
16,2.0,5,822.0,1000.0,0.822
16,2.0,Average,,,0.8261999999999998
16,3.0,1,827.0,1000.0,0.827
16,3.0,2,842.0,1000.0,0.842
16,3.0,3,855.0,1000.0,0.855
16,3.0,4,814.0,1000.0,0.814
16,3.0,5,835.0,1000.0,0.835
16,3.0,Average,,,0.8346
16,4.0,1,803.0,1000.0,0.803
16,4.0,2,802.0,1000.0,0.802
16,4.0,3,824.0,1000.0,0.824
16,4.0,4,761.0,1000.0,0.761
16,4.0,5,791.0,1000.0,0.791
16,4.0,Average,,,0.7962
16,5.0,1,692.0,1000.0,0.692
16,5.0,2,703.0,1000.0,0.703
16,5.0,3,704.0,1000.0,0.704
16,5.0,4,651.0,1000.0,0.651
16,5.0,5,681.0,1000.0,0.681
16,5.0,Average,,,0.6862
17,0.5,1,35.0,1000.0,0.035
17,0.5,2,33.0,1000.0,0.033
17,0.5,3,27.0,1000.0,0.027
17,0.5,4,46.0,1000.0,0.046
17,0.5,5,38.0,1000.0,0.038
17,0.5,Average,,,0.035800000000000005
17,1.0,1,481.0,1000.0,0.481
17,1.0,2,473.0,1000.0,0.473
17,1.0,3,464.0,1000.0,0.464
17,1.0,4,432.0,1000.0,0.432
17,1.0,5,459.0,1000.0,0.459
17,1.0,Average,,,0.46179999999999993
17,2.0,1,701.0,1000.0,0.701
17,2.0,2,705.0,1000.0,0.705
17,2.0,3,697.0,1000.0,0.697
17,2.0,4,677.0,1000.0,0.677
17,2.0,5,696.0,1000.0,0.696
17,2.0,Average,,,0.6952
17,3.0,1,649.0,1000.0,0.649
17,3.0,2,668.0,1000.0,0.668
17,3.0,3,665.0,1000.0,0.665
17,3.0,4,652.0,1000.0,0.652
17,3.0,5,664.0,1000.0,0.664
17,3.0,Average,,,0.6596000000000001
17,4.0,1,540.0,1000.0,0.54
17,4.0,2,581.0,1000.0,0.581
17,4.0,3,544.0,1000.0,0.544
17,4.0,4,519.0,1000.0,0.519
17,4.0,5,517.0,1000.0,0.517
17,4.0,Average,,,0.5402
17,5.0,1,327.0,1000.0,0.327
17,5.0,2,358.0,1000.0,0.358
17,5.0,3,321.0,1000.0,0.321
17,5.0,4,272.0,1000.0,0.272
17,5.0,5,298.0,1000.0,0.298
17,5.0,Average,,,0.31520000000000004
18,0.5,1,22.0,1000.0,0.022
18,0.5,2,21.0,1000.0,0.021
18,0.5,3,12.0,1000.0,0.012
18,0.5,4,19.0,1000.0,0.019
18,0.5,5,19.0,1000.0,0.019
18,0.5,Average,,,0.0186
18,1.0,1,251.0,1000.0,0.251
18,1.0,2,233.0,1000.0,0.233
18,1.0,3,210.0,1000.0,0.21
18,1.0,4,233.0,1000.0,0.233
18,1.0,5,238.0,1000.0,0.238
18,1.0,Average,,,0.233
18,2.0,1,535.0,1000.0,0.535
18,2.0,2,546.0,1000.0,0.546
18,2.0,3,485.0,1000.0,0.485
18,2.0,4,515.0,1000.0,0.515
18,2.0,5,535.0,1000.0,0.535
18,2.0,Average,,,0.5232
18,3.0,1,517.0,1000.0,0.517
18,3.0,2,552.0,1000.0,0.552
18,3.0,3,483.0,1000.0,0.483
18,3.0,4,520.0,1000.0,0.52
18,3.0,5,503.0,1000.0,0.503
18,3.0,Average,,,0.515
18,4.0,1,391.0,1000.0,0.391
18,4.0,2,364.0,1000.0,0.364
18,4.0,3,360.0,1000.0,0.36
18,4.0,4,312.0,1000.0,0.312
18,4.0,5,336.0,1000.0,0.336
18,4.0,Average,,,0.3526
18,5.0,1,179.0,1000.0,0.179
18,5.0,2,173.0,1000.0,0.173
18,5.0,3,170.0,1000.0,0.17
18,5.0,4,151.0,1000.0,0.151
18,5.0,5,173.0,1000.0,0.173
18,5.0,Average,,,0.16920000000000002
19,0.5,1,14.0,1000.0,0.014
19,0.5,2,12.0,1000.0,0.012
19,0.5,3,7.0,1000.0,0.007
19,0.5,4,9.0,1000.0,0.009
19,0.5,5,13.0,1000.0,0.013
19,0.5,Average,,,0.011
19,1.0,1,132.0,1000.0,0.132
19,1.0,2,113.0,1000.0,0.113
19,1.0,3,101.0,1000.0,0.101
19,1.0,4,125.0,1000.0,0.125
19,1.0,5,123.0,1000.0,0.123
19,1.0,Average,,,0.11879999999999999
19,2.0,1,364.0,1000.0,0.364
19,2.0,2,364.0,1000.0,0.364
19,2.0,3,283.0,1000.0,0.283
19,2.0,4,353.0,1000.0,0.353
19,2.0,5,360.0,1000.0,0.36
19,2.0,Average,,,0.34479999999999994
19,3.0,1,405.0,1000.0,0.405
19,3.0,2,403.0,1000.0,0.403
19,3.0,3,349.0,1000.0,0.349
19,3.0,4,388.0,1000.0,0.388
19,3.0,5,356.0,1000.0,0.356
19,3.0,Average,,,0.3802
19,4.0,1,267.0,1000.0,0.267
19,4.0,2,256.0,1000.0,0.256
19,4.0,3,284.0,1000.0,0.284
19,4.0,4,204.0,1000.0,0.204
19,4.0,5,212.0,1000.0,0.212
19,4.0,Average,,,0.24459999999999998
19,5.0,1,153.0,1000.0,0.153
19,5.0,2,104.0,1000.0,0.104
19,5.0,3,154.0,1000.0,0.154
19,5.0,4,107.0,1000.0,0.107
19,5.0,5,120.0,1000.0,0.12
19,5.0,Average,,,0.1276
20,0.5,1,17.0,1000.0,0.017
